HBA;HBD;HBA:HBD;T(K);Tc(K);Pc(bar);?;Density (kg/m3);LSSVR;ARD%;AARD%
Choline chloride;Ethylene glycol;"1;2";338.15;602.00;40.993;0.9155;1094.1;1093.841878;0.02;
Choline chloride;Ethylene glycol;"1;2";343.15;602.00;40.993;0.9155;1091.3;1090.659139;0.06;
Choline chloride;Ethylene glycol;"1;2";348.15;602.00;40.993;0.9155;1088.6;1087.400143;0.11;
Choline chloride;Ethylene glycol;"1;2";353.15;602.00;40.993;0.9155;1085.8;1084.115338;0.16;
Choline chloride;Ethylene glycol;"1;2";358.15;602.00;40.993;0.9155;1083.0;1080.89876;0.19;
Choline chloride;Ethylene glycol;"1;2";363.15;602.00;40.993;0.9155;1080.3;1077.887463;0.22;
Choline chloride;Ethylene glycol;"1;2";298.15;602.00;40.993;0.9155;1117.0;1117.163018;0.01;
Choline chloride;Ethylene glycol;"1;2";303.15;602.00;40.993;0.9155;1114.2;1114.447447;0.02;
Choline chloride;Ethylene glycol;"1;2";308.15;602.00;40.993;0.9155;1111.3;1111.63033;0.03;
Choline chloride;Ethylene glycol;"1;2";313.15;602.00;40.993;0.9155;1108.4;1108.753469;0.03;
Choline chloride;Ethylene glycol;"1;2";318.15;602.00;40.993;0.9155;1105.6;1105.84483;0.02;
Choline chloride;Ethylene glycol;"1;2";323.15;602.00;40.993;0.9155;1102.7;1102.913733;0.02;
Choline chloride;Ethylene glycol;"1;2";328.15;602.00;40.993;0.9155;1099.9;1099.951077;0.00;
Choline chloride;Ethylene glycol;"1;2";333.15;602.00;40.993;0.9155;1097.0;1096.935082;0.01;
Choline chloride;Ethylene glycol;"1;2";283.15;602.00;40.993;0.9155;1122.9;1124.258424;0.12;
Choline chloride;Ethylene glycol;"1;2";293.15;602.00;40.993;0.9155;1117.1;1119.72976;0.24;
Choline chloride;Ethylene glycol;"1;2";303.15;602.00;40.993;0.9155;1111.4;1114.447447;0.27;
Choline chloride;Ethylene glycol;"1;2";313.15;602.00;40.993;0.9155;1105.7;1108.753469;0.28;
Choline chloride;Ethylene glycol;"1;2";323.15;602.00;40.993;0.9155;1100.1;1102.913733;0.26;
Choline chloride;Ethylene glycol;"1;2";333.15;602.00;40.993;0.9155;1094.7;1096.935082;0.20;
Choline chloride;Ethylene glycol;"1;2";343.15;602.00;40.993;0.9155;1088.7;1090.659139;0.18;
Choline chloride;Ethylene glycol;"1;2";353.15;602.00;40.993;0.9155;1081.9;1084.115338;0.20;
Choline chloride;Ethylene glycol;"1;2";363.15;602.00;40.993;0.9155;1074.4;1077.887463;0.32;
Choline chloride;Ethylene glycol;"1;2.03";298.15;601.93;41.105;0.9162;1117.4;1117.20036;0.02;
Choline chloride;Ethylene glycol;"1;2.03";303.15;601.93;41.105;0.9162;1114.6;1114.458346;0.01;
Choline chloride;Ethylene glycol;"1;2.03";308.15;601.93;41.105;0.9162;1111.7;1111.623998;0.01;
Choline chloride;Ethylene glycol;"1;2.03";313.15;601.93;41.105;0.9162;1108.8;1108.739501;0.01;
Choline chloride;Ethylene glycol;"1;2.03";318.15;601.93;41.105;0.9162;1105.9;1105.832237;0.01;
Choline chloride;Ethylene glycol;"1;2.03";323.15;601.93;41.105;0.9162;1103.6;1102.910055;0.06;
Choline chloride;Ethylene glycol;"1;2.03";328.15;601.93;41.105;0.9162;1100.1;1099.961674;0.01;
Choline chloride;Ethylene glycol;"1;2.03";333.15;601.93;41.105;0.9162;1097.4;1096.962686;0.04;
Choline chloride;Ethylene glycol;"1;2.03";338.15;601.93;41.105;0.9162;1094.4;1093.88645;0.05;
Choline chloride;Ethylene glycol;"1;2.03";343.15;601.93;41.105;0.9162;1091.6;1090.718031;0.08;
Choline chloride;Ethylene glycol;"1;2.03";348.15;601.93;41.105;0.9162;1088.5;1087.468545;0.09;
Choline chloride;Ethylene glycol;"1;2.03";353.15;601.93;41.105;0.9162;1085.4;1084.186931;0.11;
Choline chloride;Ethylene glycol;"1;2.03";358.15;601.93;41.105;0.9162;1082.6;1080.966492;0.15;
Choline chloride;Ethylene glycol;"1;2.03";363.15;601.93;41.105;0.9162;1079.1;1077.94435;0.11;
Choline chloride;Ethylene glycol;"1;2.03";368.15;601.93;41.105;0.9162;1076.7;1075.293221;0.13;
Choline chloride;Ethylene glycol;"1;2.57";298.15;600.98;42.868;0.9278;1117.0;1115.442784;0.14;
Choline chloride;Ethylene glycol;"1;2.57";303.15;600.98;42.868;0.9278;1114.1;1112.441172;0.15;
Choline chloride;Ethylene glycol;"1;2.57";308.15;600.98;42.868;0.9278;1111.1;1109.453865;0.15;
Choline chloride;Ethylene glycol;"1;2.57";313.15;600.98;42.868;0.9278;1108.2;1106.509849;0.15;
Choline chloride;Ethylene glycol;"1;2.57";318.15;600.98;42.868;0.9278;1105.2;1103.615397;0.14;
Choline chloride;Ethylene glycol;"1;2.57";323.15;600.98;42.868;0.9278;1102.3;1100.752548;0.14;
Choline chloride;Ethylene glycol;"1;2.57";328.15;600.98;42.868;0.9278;1099.3;1097.883141;0.13;
Choline chloride;Ethylene glycol;"1;2.57";333.15;600.98;42.868;0.9278;1096.2;1094.958354;0.11;
Choline chloride;Ethylene glycol;"1;2.57";338.15;600.98;42.868;0.9278;1093.4;1091.932515;0.13;
Choline chloride;Ethylene glycol;"1;2.57";343.15;600.98;42.868;0.9278;1090.4;1088.778985;0.15;
Choline chloride;Ethylene glycol;"1;2.57";348.15;600.98;42.868;0.9278;1087.5;1085.505244;0.18;
Choline chloride;Ethylene glycol;"1;2.57";353.15;600.98;42.868;0.9278;1084.7;1082.164236;0.23;
Choline chloride;Ethylene glycol;"1;2.57";358.15;600.98;42.868;0.9278;1081.6;1078.859467;0.25;
Choline chloride;Ethylene glycol;"1;2.57";363.15;600.98;42.868;0.9278;1078.8;1075.742328;0.28;
Choline chloride;Ethylene glycol;"1;2.57";368.15;600.98;42.868;0.9278;1075.7;1073.001429;0.25;
Choline chloride;Glutaric acid;"1;1";293.15;713.43;32.237;0.8782;1191.0;1186.402127;0.39;
Choline chloride;Glutaric acid;"1;1";298.15;713.43;32.237;0.8782;1188.0;1185.294477;0.23;
Choline chloride;Glutaric acid;"1;1";303.15;713.43;32.237;0.8782;1185.0;1183.548478;0.12;
Choline chloride;Glutaric acid;"1;1";308.15;713.43;32.237;0.8782;1182.0;1181.202917;0.07;
Choline chloride;Glutaric acid;"1;1";313.15;713.43;32.237;0.8782;1179.0;1178.333347;0.06;
Choline chloride;Glutaric acid;"1;1";318.15;713.43;32.237;0.8782;1176.0;1175.05052;0.08;
Choline chloride;Glutaric acid;"1;1";323.15;713.43;32.237;0.8782;1173.0;1171.495308;0.13;
Choline chloride;Glutaric acid;"1;1";328.15;713.43;32.237;0.8782;1170.0;1167.830195;0.19;
Choline chloride;Glutaric acid;"1;1";333.15;713.43;32.237;0.8782;1167.0;1164.227897;0.24;
Choline chloride;Glutaric acid;"1;1";338.15;713.43;32.237;0.8782;1164.0;1160.858136;0.27;
Choline chloride;Glutaric acid;"1;1";343.15;713.43;32.237;0.8782;1161.0;1157.873949;0.27;
Choline chloride;Glutaric acid;"1;1";348.15;713.43;32.237;0.8782;1158.0;1155.399117;0.22;
Choline chloride;Glutaric acid;"1;1";353.15;713.43;32.237;0.8782;1155.0;1153.518224;0.13;
Choline chloride;Glycerol;"1;1";298.15;664.90;31.424;1.1093;1155.8;1156.111777;0.03;
Choline chloride;Glycerol;"1;1";303.15;664.90;31.424;1.1093;1153.5;1153.876865;0.03;
Choline chloride;Glycerol;"1;1";308.15;664.90;31.424;1.1093;1150.6;1151.519924;0.08;
Choline chloride;Glycerol;"1;1";313.15;664.90;31.424;1.1093;1148.3;1149.039299;0.06;
Choline chloride;Glycerol;"1;1";318.15;664.90;31.424;1.1093;1145.4;1146.432962;0.09;
Choline chloride;Glycerol;"1;1";323.15;664.90;31.424;1.1093;1143.0;1143.705064;0.06;
Choline chloride;Glycerol;"1;1";328.15;664.90;31.424;1.1093;1140.2;1140.872507;0.06;
Choline chloride;Glycerol;"1;1";333.15;664.90;31.424;1.1093;1137.9;1137.970257;0.01;
Choline chloride;Glycerol;"1;1";338.15;664.90;31.424;1.1093;1134.9;1135.054314;0.01;
Choline chloride;Glycerol;"1;1";343.15;664.90;31.424;1.1093;1132.6;1132.201539;0.04;
Choline chloride;Glycerol;"1;1";348.15;664.90;31.424;1.1093;1129.6;1129.506095;0.01;
Choline chloride;Glycerol;"1;1";353.15;664.90;31.424;1.1093;1126.6;1127.072773;0.04;
Choline chloride;Glycerol;"1;1";358.15;664.90;31.424;1.1093;1124.3;1125.008029;0.06;
Choline chloride;Glycerol;"1;1";363.15;664.90;31.424;1.1093;1122.0;1123.409901;0.13;
Choline chloride;Glycerol;"1;1";368.15;664.90;31.424;1.1093;1119.1;1122.358195;0.29;
Choline chloride;Glycerol;"1;2";303.15;680.67;33.459;1.2254;1185.4;1187.796222;0.20;
Choline chloride;Glycerol;"1;2";283.15;680.67;33.459;1.2254;1200.1;1198.238309;0.16;
Choline chloride;Glycerol;"1;2";293.15;680.67;33.459;1.2254;1194.3;1193.351869;0.08;
Choline chloride;Glycerol;"1;2";303.15;680.67;33.459;1.2254;1188.5;1187.796222;0.06;
Choline chloride;Glycerol;"1;2";313.15;680.67;33.459;1.2254;1182.7;1182.296538;0.03;
Choline chloride;Glycerol;"1;2";323.15;680.67;33.459;1.2254;1177.0;1177.039558;0.00;
Choline chloride;Glycerol;"1;2";333.15;680.67;33.459;1.2254;1171.3;1171.7743;0.04;
Choline chloride;Glycerol;"1;2";343.15;680.67;33.459;1.2254;1164.8;1166.160882;0.12;
Choline chloride;Glycerol;"1;2";353.15;680.67;33.459;1.2254;1157.5;1160.141253;0.23;
Choline chloride;Glycerol;"1;2";363.15;680.67;33.459;1.2254;1149.5;1154.107149;0.40;
Choline chloride;Glycerol;"1;2";298.15;680.67;33.459;1.2254;1191.2;1190.600906;0.05;
Choline chloride;Glycerol;"1;2";303.15;680.67;33.459;1.2254;1188.5;1187.796222;0.06;
Choline chloride;Glycerol;"1;2";308.15;680.67;33.459;1.2254;1185.7;1185.014651;0.06;
Choline chloride;Glycerol;"1;2";313.15;680.67;33.459;1.2254;1182.3;1182.296538;0.00;
Choline chloride;Glycerol;"1;2";318.15;680.67;33.459;1.2254;1180.2;1179.646476;0.05;
Choline chloride;Glycerol;"1;2";323.15;680.67;33.459;1.2254;1177.5;1177.039558;0.04;
Choline chloride;Glycerol;"1;2";328.15;680.67;33.459;1.2254;1174.7;1174.432001;0.02;
Choline chloride;Glycerol;"1;2";333.15;680.67;33.459;1.2254;1171.9;1171.7743;0.01;
Choline chloride;Glycerol;"1;2.03";298.15;681.00;33.502;1.2277;1192.0;1191.324788;0.06;
Choline chloride;Glycerol;"1;2.03";303.15;681.00;33.502;1.2277;1189.5;1188.510642;0.08;
Choline chloride;Glycerol;"1;2.03";308.15;681.00;33.502;1.2277;1186.7;1185.713825;0.08;
Choline chloride;Glycerol;"1;2.03";313.15;681.00;33.502;1.2277;1183.8;1182.977135;0.07;
Choline chloride;Glycerol;"1;2.03";318.15;681.00;33.502;1.2277;1181.4;1180.307735;0.09;
Choline chloride;Glycerol;"1;2.03";323.15;681.00;33.502;1.2277;1177.6;1177.683123;0.01;
Choline chloride;Glycerol;"1;2.03";328.15;681.00;33.502;1.2277;1176.1;1175.061487;0.09;
Choline chloride;Glycerol;"1;2.03";333.15;681.00;33.502;1.2277;1174.1;1172.39463;0.15;
Choline chloride;Glycerol;"1;2.03";338.15;681.00;33.502;1.2277;1170.8;1169.641319;0.10;
Choline chloride;Glycerol;"1;2.03";343.15;681.00;33.502;1.2277;1167.4;1166.778876;0.05;
Choline chloride;Glycerol;"1;2.03";348.15;681.00;33.502;1.2277;1165.5;1163.811219;0.14;
Choline chloride;Glycerol;"1;2.03";353.15;681.00;33.502;1.2277;1163.5;1160.772236;0.23;
Choline chloride;Glycerol;"1;2.03";358.15;681.00;33.502;1.2277;1160.2;1157.724142;0.21;
Choline chloride;Glycerol;"1;2.03";363.15;681.00;33.502;1.2277;1157.1;1154.751332;0.20;
Choline chloride;Glycerol;"1;2.03";368.15;681.00;33.502;1.2277;1154.9;1151.950879;0.26;
Choline chloride;Glycerol;"1;3";298.15;688.99;34.580;1.2835;1203.0;1206.559196;0.30;
Choline chloride;Glycerol;"1;3";303.15;688.99;34.580;1.2835;1200.2;1203.76177;0.30;
Choline chloride;Glycerol;"1;3";308.15;688.99;34.580;1.2835;1197.6;1200.76895;0.26;
Choline chloride;Glycerol;"1;3";313.15;688.99;34.580;1.2835;1195.1;1197.685833;0.22;
Choline chloride;Glycerol;"1;3";318.15;688.99;34.580;1.2835;1192.2;1194.59362;0.20;
Choline chloride;Glycerol;"1;3";323.15;688.99;34.580;1.2835;1189.1;1191.546911;0.21;
Choline chloride;Glycerol;"1;3";328.15;688.99;34.580;1.2835;1186.8;1188.574838;0.15;
Choline chloride;Glycerol;"1;3";333.15;688.99;34.580;1.2835;1184.4;1185.685495;0.11;
Choline chloride;Glycerol;"1;3";338.15;688.99;34.580;1.2835;1181.4;1182.872625;0.12;
Choline chloride;Glycerol;"1;3";343.15;688.99;34.580;1.2835;1178.1;1180.123328;0.17;
Choline chloride;Glycerol;"1;3";348.15;688.99;34.580;1.2835;1176.0;1177.425456;0.12;
Choline chloride;Glycerol;"1;3";353.15;688.99;34.580;1.2835;1173.2;1174.773587;0.13;
Choline chloride;Glycerol;"1;3";358.15;688.99;34.580;1.2835;1170.6;1172.172799;0.13;
Choline chloride;Glycerol;"1;3";363.15;688.99;34.580;1.2835;1167.8;1169.639898;0.16;
Choline chloride;Glycerol;"1;3";368.15;688.99;34.580;1.2835;1165.2;1167.20221;0.17;
Choline chloride;Glycolic acid;"1;1";293.15;641.53;38.243;0.8667;1198.0;1187.652651;0.86;
Choline chloride;Glycolic acid;"1;1";298.15;641.53;38.243;0.8667;1195.0;1188.201965;0.57;
Choline chloride;Glycolic acid;"1;1";303.15;641.53;38.243;0.8667;1192.0;1187.941257;0.34;
Choline chloride;Glycolic acid;"1;1";308.15;641.53;38.243;0.8667;1189.0;1186.933584;0.17;
Choline chloride;Glycolic acid;"1;1";313.15;641.53;38.243;0.8667;1186.0;1185.280188;0.06;
Choline chloride;Glycolic acid;"1;1";318.15;641.53;38.243;0.8667;1183.0;1183.104291;0.01;
Choline chloride;Glycolic acid;"1;1";323.15;641.53;38.243;0.8667;1181.0;1180.533758;0.04;
Choline chloride;Glycolic acid;"1;1";328.15;641.53;38.243;0.8667;1178.0;1177.685543;0.03;
Choline chloride;Glycolic acid;"1;1";333.15;641.53;38.243;0.8667;1175.0;1174.654433;0.03;
Choline chloride;Glycolic acid;"1;1";338.15;641.53;38.243;0.8667;1172.0;1171.507709;0.04;
Choline chloride;Glycolic acid;"1;1";343.15;641.53;38.243;0.8667;1170.0;1168.28616;0.15;
Choline chloride;Glycolic acid;"1;1";348.15;641.53;38.243;0.8667;1167.0;1165.010659;0.17;
Choline chloride;Glycolic acid;"1;1";353.15;641.53;38.243;0.8667;1164.0;1161.692483;0.20;
Choline chloride;Guaiacol;"1;3";293.15;696.74;41.799;0.5572;1153.3;1177.89278;2.13;
Choline chloride;Guaiacol;"1;3";303.15;696.74;41.799;0.5572;1147.5;1173.398416;2.26;
Choline chloride;Guaiacol;"1;3";313.15;696.74;41.799;0.5572;1141.2;1168.411395;2.38;
Choline chloride;Guaiacol;"1;3";323.15;696.74;41.799;0.5572;1134.1;1164.929832;2.72;
Choline chloride;Guaiacol;"1;4";293.15;702.17;43.168;0.5437;1155.6;1154.60183;0.09;
Choline chloride;Guaiacol;"1;4";303.15;702.17;43.168;0.5437;1147.7;1145.671731;0.18;
Choline chloride;Guaiacol;"1;4";313.15;702.17;43.168;0.5437;1140.6;1138.177504;0.21;
Choline chloride;Guaiacol;"1;4";323.15;702.17;43.168;0.5437;1132.4;1134.815313;0.21;
Choline chloride;Guaiacol;"1;5";293.15;705.84;44.112;0.5346;1149.7;1147.542858;0.19;
Choline chloride;Guaiacol;"1;5";303.15;705.84;44.112;0.5346;1143.4;1137.537928;0.51;
Choline chloride;Guaiacol;"1;5";313.15;705.84;44.112;0.5346;1136.2;1129.185306;0.62;
Choline chloride;Guaiacol;"1;5";323.15;705.84;44.112;0.5346;1128.0;1125.287561;0.24;
Choline chloride;Levulinic acid;"1;1";293.15;681.50;32.890;0.7378;1142.0;1140.136928;0.16;
Choline chloride;Levulinic acid;"1;1";298.15;681.50;32.890;0.7378;1138.4;1137.651326;0.07;
Choline chloride;Levulinic acid;"1;1";303.15;681.50;32.890;0.7378;1134.8;1134.727893;0.01;
Choline chloride;Levulinic acid;"1;1";308.15;681.50;32.890;0.7378;1131.2;1131.402594;0.02;
Choline chloride;Levulinic acid;"1;1";313.15;681.50;32.890;0.7378;1127.5;1127.75076;0.02;
Choline chloride;Levulinic acid;"1;1";318.15;681.50;32.890;0.7378;1124.0;1123.886157;0.01;
Choline chloride;Levulinic acid;"1;1";323.15;681.50;32.890;0.7378;1120.4;1119.955865;0.04;
Choline chloride;Levulinic acid;"1;1";328.15;681.50;32.890;0.7378;1116.7;1116.131203;0.05;
Choline chloride;Levulinic acid;"1;1";333.15;681.50;32.890;0.7378;1113.7;1112.595443;0.10;
Choline chloride;Levulinic acid;"1;1";338.15;681.50;32.890;0.7378;1110.1;1109.529526;0.05;
Choline chloride;Levulinic acid;"1;1";343.15;681.50;32.890;0.7378;1106.5;1107.097314;0.05;
Choline chloride;Levulinic acid;"1;2";303.15;702.19;35.396;0.7301;1132.0;1134.941498;0.26;
Choline chloride;Levulinic acid;"1;2";293.15;702.19;35.396;0.7301;1141.0;1140.906862;0.01;
Choline chloride;Levulinic acid;"1;2";298.15;702.19;35.396;0.7301;1138.0;1138.03908;0.00;
Choline chloride;Levulinic acid;"1;2";303.15;702.19;35.396;0.7301;1134.0;1134.941498;0.08;
Choline chloride;Levulinic acid;"1;2";308.15;702.19;35.396;0.7301;1131.0;1131.646196;0.06;
Choline chloride;Levulinic acid;"1;2";313.15;702.19;35.396;0.7301;1128.0;1128.202679;0.02;
Choline chloride;Levulinic acid;"1;2";318.15;702.19;35.396;0.7301;1125.0;1124.679945;0.03;
Choline chloride;Levulinic acid;"1;2";323.15;702.19;35.396;0.7301;1121.0;1121.166682;0.01;
Choline chloride;Levulinic acid;"1;2";328.15;702.19;35.396;0.7301;1118.0;1117.769057;0.02;
Choline chloride;Levulinic acid;"1;2";333.15;702.19;35.396;0.7301;1115.0;1114.605961;0.04;
Choline chloride;Levulinic acid;"1;2";338.15;702.19;35.396;0.7301;1112.0;1111.801907;0.02;
Choline chloride;Levulinic acid;"1;2";343.15;702.19;35.396;0.7301;1108.0;1109.478226;0.13;
Choline chloride;Levulinic acid;"1;2";348.15;702.19;35.396;0.7301;1105.0;1107.743474;0.25;
Choline chloride;Levulinic acid;"1;3";303.15;712.77;36.736;0.7262;1134.6;1134.585895;0.00;
Choline chloride;Levulinic acid;"1;3";313.15;712.77;36.736;0.7262;1127.6;1126.958055;0.06;
Choline chloride;Levulinic acid;"1;3";323.15;712.77;36.736;0.7262;1120.9;1119.608156;0.12;
Choline chloride;Levulinic acid;"1;3";333.15;712.77;36.736;0.7262;1113.8;1113.356457;0.04;
Choline chloride;Levulinic acid;"1;4";303.15;719.21;37.569;0.7239;1134.1;1135.30119;0.11;
Choline chloride;Levulinic acid;"1;4";313.15;719.21;37.569;0.7239;1127.3;1127.28294;0.00;
Choline chloride;Levulinic acid;"1;4";323.15;719.21;37.569;0.7239;1120.4;1120.129194;0.02;
Choline chloride;Levulinic acid;"1;4";333.15;719.21;37.569;0.7239;1113.1;1114.696939;0.14;
Choline chloride;Levulinic acid;"1;5";303.15;723.53;38.138;0.7224;1133.7;1136.452881;0.24;
Choline chloride;Levulinic acid;"1;5";313.15;723.53;38.138;0.7224;1127.0;1128.36763;0.12;
Choline chloride;Levulinic acid;"1;5";323.15;723.53;38.138;0.7224;1120.2;1121.558693;0.12;
Choline chloride;Levulinic acid;"1;5";333.15;723.53;38.138;0.7224;1113.0;1116.896047;0.35;
Choline chloride;Malonic acid;"1;1";293.15;689.82;37.159;0.8577;1234.0;1220.904274;1.06;
Choline chloride;Malonic acid;"1;1";298.15;689.82;37.159;0.8577;1231.0;1220.973109;0.81;
Choline chloride;Malonic acid;"1;1";303.15;689.82;37.159;0.8577;1228.0;1220.228068;0.63;
Choline chloride;Malonic acid;"1;1";308.15;689.82;37.159;0.8577;1224.0;1218.79014;0.43;
Choline chloride;Malonic acid;"1;1";313.15;689.82;37.159;0.8577;1221.0;1216.814857;0.34;
Choline chloride;Malonic acid;"1;1";318.15;689.82;37.159;0.8577;1218.0;1214.476032;0.29;
Choline chloride;Malonic acid;"1;1";323.15;689.82;37.159;0.8577;1215.0;1211.94781;0.25;
Choline chloride;Malonic acid;"1;1";328.15;689.82;37.159;0.8577;1212.0;1209.387279;0.22;
Choline chloride;Malonic acid;"1;1";333.15;689.82;37.159;0.8577;1209.0;1206.919832;0.17;
Choline chloride;Malonic acid;"1;1";338.15;689.82;37.159;0.8577;1207.0;1204.629068;0.20;
Choline chloride;Malonic acid;"1;1";343.15;689.82;37.159;0.8577;1204.0;1202.552362;0.12;
Choline chloride;Malonic acid;"1;1";348.15;689.82;37.159;0.8577;1201.0;1200.682392;0.03;
Choline chloride;Malonic acid;"1;1";303.15;689.82;37.159;0.8577;1211.2;1220.228068;0.75;
Choline chloride;Malonic acid;"1;2";283.15;715.10;42.138;0.8899;1191.5;1190.049542;0.12;
Choline chloride;Malonic acid;"1;2";293.15;715.10;42.138;0.8899;1185.1;1185.672143;0.05;
Choline chloride;Malonic acid;"1;2";303.15;715.10;42.138;0.8899;1178.6;1179.704666;0.09;
Choline chloride;Malonic acid;"1;2";313.15;715.10;42.138;0.8899;1172.3;1173.021817;0.06;
Choline chloride;Malonic acid;"1;2";323.15;715.10;42.138;0.8899;1166.0;1166.237785;0.02;
Choline chloride;Malonic acid;"1;2";333.15;715.10;42.138;0.8899;1160.3;1159.586673;0.06;
Choline chloride;Malonic acid;"1;2";343.15;715.10;42.138;0.8899;1154.0;1153.064046;0.08;
Choline chloride;Malonic acid;"1;2";353.15;715.10;42.138;0.8899;1146.6;1146.712449;0.01;
Choline chloride;Malonic acid;"1;2";363.15;715.10;42.138;0.8899;1138.8;1140.84459;0.18;
Choline chloride;Nfurfuryl alcohol;"1;3";303.15;647.43;40.139;0.6935;1131.8;1129.110383;0.24;
Choline chloride;Nfurfuryl alcohol;"1;3";313.15;647.43;40.139;0.6935;1125.2;1124.229237;0.09;
Choline chloride;Nfurfuryl alcohol;"1;3";323.15;647.43;40.139;0.6935;1118.6;1120.142385;0.14;
Choline chloride;Nfurfuryl alcohol;"1;3";333.15;647.43;40.139;0.6935;1112.0;1117.671173;0.51;
Choline chloride;Nfurfuryl alcohol;"1;4";303.15;649.45;41.414;0.6890;1131.5;1132.304712;0.07;
Choline chloride;Nfurfuryl alcohol;"1;4";313.15;649.45;41.414;0.6890;1124.3;1124.203122;0.01;
Choline chloride;Nfurfuryl alcohol;"1;4";323.15;649.45;41.414;0.6890;1117.1;1117.05044;0.00;
Choline chloride;Nfurfuryl alcohol;"1;4";333.15;649.45;41.414;0.6890;1109.9;1112.026771;0.19;
Choline chloride;Nfurfuryl alcohol;"1;5";303.15;650.84;42.300;0.6860;1130.9;1137.042968;0.54;
Choline chloride;Nfurfuryl alcohol;"1;5";313.15;650.84;42.300;0.6860;1123.8;1127.037395;0.29;
Choline chloride;Nfurfuryl alcohol;"1;5";323.15;650.84;42.300;0.6860;1116.6;1117.992916;0.12;
Choline chloride;Nfurfuryl alcohol;"1;5";333.15;650.84;42.300;0.6860;1109.5;1111.280262;0.16;
Choline chloride;O-Cresol;"1;2";298.20;668.78;39.940;0.5690;1077.6;1097.932842;1.89;
Choline chloride;O-Cresol;"1;3";298.20;675.19;42.199;0.5450;1070.7;1115.953556;4.23;
Choline chloride;O-Cresol;"1;3.91";298.20;678.84;43.530;0.5317;1066.4;1088.520289;2.07;
Choline chloride;O-Cresol;"1;5";298.20;681.79;44.634;0.5210;1063.1;1068.782701;0.53;
Choline chloride;O-Cresol;"1;6";298.20;683.72;45.364;0.5142;1060.6;1064.634294;0.38;
Choline chloride;Oxalic acid;"1;1";303.15;676.24;40.440;0.8531;1237.1;1244.096621;0.57;
Choline chloride;P-Chlorophenol;"1;2";293.15;687.25;41.620;0.5575;1203.1;1165.860674;3.10;
Choline chloride;P-Chlorophenol;"1;2";298.15;687.25;41.620;0.5575;1198.8;1166.48317;2.70;
Choline chloride;P-Chlorophenol;"1;2";303.15;687.25;41.620;0.5575;1194.6;1166.786166;2.33;
Choline chloride;P-Chlorophenol;"1;2";308.15;687.25;41.620;0.5575;1190.0;1166.855076;1.94;
Choline chloride;P-Chlorophenol;"1;2";313.15;687.25;41.620;0.5575;1185.9;1166.789783;1.61;
Choline chloride;P-Chlorophenol;"1;2";318.15;687.25;41.620;0.5575;1181.6;1166.680722;1.26;
Choline chloride;P-Chlorophenol;"1;2";323.15;687.25;41.620;0.5575;1177.1;1166.584965;0.89;
Choline chloride;P-Chlorophenol;"1;2";328.15;687.25;41.620;0.5575;1172.8;1166.507103;0.54;
Choline chloride;P-Chlorophenol;"1;2";333.15;687.25;41.620;0.5575;1167.9;1166.389135;0.13;
Choline chloride;P-Cresol;"1;2";293.15;668.78;35.458;0.8887;1072.0;1078.313189;0.59;
Choline chloride;P-Cresol;"1;2";298.15;668.78;35.458;0.8887;1068.1;1072.501991;0.41;
Choline chloride;P-Cresol;"1;2";303.15;668.78;35.458;0.8887;1064.1;1066.800022;0.25;
Choline chloride;P-Cresol;"1;2";308.15;668.78;35.458;0.8887;1059.9;1061.442178;0.15;
Choline chloride;P-Cresol;"1;2";313.15;668.78;35.458;0.8887;1055.8;1056.698007;0.09;
Choline chloride;P-Cresol;"1;2";318.15;668.78;35.458;0.8887;1051.8;1052.850268;0.10;
Choline chloride;P-Cresol;"1;2";323.15;668.78;35.458;0.8887;1047.6;1050.169097;0.25;
Choline chloride;P-Cresol;"1;2";328.15;668.78;35.458;0.8887;1044.0;1048.884932;0.47;
Choline chloride;P-Cresol;"1;2";333.15;668.78;35.458;0.8887;1039.8;1049.163661;0.90;
Choline chloride;Phenol;"1;2";293.20;651.15;44.498;0.5401;1099.5;1092.75646;0.61;
Choline chloride;Phenol;"1;2";298.20;651.15;44.498;0.5401;1096.7;1090.146324;0.60;
Choline chloride;Phenol;"1;2";303.20;651.15;44.498;0.5401;1093.0;1088.036024;0.45;
Choline chloride;Phenol;"1;2";308.20;651.15;44.498;0.5401;1090.1;1086.434768;0.34;
Choline chloride;Phenol;"1;2";313.20;651.15;44.498;0.5401;1087.3;1085.335003;0.18;
Choline chloride;Phenol;"1;2";318.20;651.15;44.498;0.5401;1084.3;1084.713453;0.04;
Choline chloride;Phenol;"1;3";293.20;655.66;47.894;0.5125;1094.8;1097.727829;0.27;
Choline chloride;Phenol;"1;3";298.20;655.66;47.894;0.5125;1092.1;1093.194012;0.10;
Choline chloride;Phenol;"1;3";303.20;655.66;47.894;0.5125;1089.0;1089.267451;0.02;
Choline chloride;Phenol;"1;3";308.20;655.66;47.894;0.5125;1085.8;1086.083862;0.03;
Choline chloride;Phenol;"1;3";313.20;655.66;47.894;0.5125;1082.9;1083.741721;0.08;
Choline chloride;Phenol;"1;3";318.20;655.66;47.894;0.5125;1079.5;1082.293542;0.26;
Choline chloride;Phenol;"1;4";293.20;658.52;50.117;0.4959;1091.8;1093.464993;0.15;
Choline chloride;Phenol;"1;4";298.20;658.52;50.117;0.4959;1089.3;1088.82555;0.04;
